WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
Bm6475	Bm_v4_Chr1_scaffold_001	3783404	3787454	-1	WBGene00226736
Bm6476	Bm_v4_Chr1_scaffold_001	1027601	1030864	-1	WBGene00226737
Bm6477	Bm_v4_Chr1_scaffold_001	1985135	1990172	1	WBGene00226738
Bm6479	Bm_v4_Chr1_scaffold_001	3154628	3156931	1	WBGene00226740
Bm6480	Bm_v4_Chr1_scaffold_001	5841312	5844400	-1	WBGene00226741
Bm6482	Bm_v4_Chr1_scaffold_001	1583720	1590269	1	WBGene00226743
Bm6483	Bm_v4_Chr2_contig_001	610386	615055	-1	WBGene00226744
Bm6484	Bm_v4_Chr2_contig_001	8891621	8893572	-1	WBGene00226745
Bm6486	Bm_v4_Chr2_contig_001	13399282	13410530	1	WBGene00226747
Bm6487	Bm_v4_Chr2_contig_001	8010924	8011851	-1	WBGene00226748
Bm6488	Bm_v4_Chr4_scaffold_001	6010970	6020940	-1	WBGene00226749
Bm6489	Bm_v4_Chr3_scaffold_001	7840645	7846918	1	WBGene00226750
Bm6490	Bm_v4_Chr3_scaffold_001	5113722	5119389	1	WBGene00226751
Bm6492	Bm_v4_Chr4_scaffold_001	2882908	2883812	-1	WBGene00226753
Bm6493	Bm_v4_Chr2_contig_001	12032766	12035837	-1	WBGene00226754
Bm6494	Bm_v4_ChrX_scaffold_001	3484110	3489788	-1	WBGene00226755
Bm6495	Bm_v4_Chr4_scaffold_001	1019819	1029636	-1	WBGene00226756
Bm6496	Bm_v4_ChrX_scaffold_001	3134262	3140451	-1	WBGene00226757
Bm6498	Bm_v4_Chr3_scaffold_001	13513317	13515630	-1	WBGene00226759
Bm6499	Bm_v4_Chr3_scaffold_001	8993980	8997669	-1	WBGene00226760
Bm6500	Bm_v4_Chr3_scaffold_001	5170135	5171767	-1	WBGene00226761
Bm6501	Bm_v4_Chr3_scaffold_001	5494853	5495812	-1	WBGene00226762
Bm6502	Bm_v4_Chr3_scaffold_001	9239725	9243189	-1	WBGene00226763
Bm6503	Bm_v4_Chr4_scaffold_001	5945248	5947632	1	WBGene00226764
Bm6504	Bm_v4_Chr4_scaffold_001	675614	677410	-1	WBGene00226765
Bm6505	Bm_v4_Chr4_scaffold_001	5949328	5951963	-1	WBGene00226766
Bm6507	Bm_v4_ChrX_scaffold_001	17672356	17676886	-1	WBGene00226768
Bm6510	Bm_v4_Chr1_scaffold_001	13490989	13501849	1	WBGene00226771
Bm6511	Bm_v4_Chr1_scaffold_001	14647299	14651166	-1	WBGene00226772
Bm6512	Bm_v4_Chr1_scaffold_001	14651563	14652940	-1	WBGene00226773
Bm6513	Bm_v4_ChrX_scaffold_001	5848294	5853107	1	WBGene00226774
Bm6514	Bm_v4_ChrX_scaffold_001	4702287	4706251	1	WBGene00226775
Bm6515	Bm_v4_ChrX_scaffold_001	9616643	9626007	-1	WBGene00226776
Bm6516	Bm_v4_ChrX_scaffold_001	4863637	4864875	-1	WBGene00226777
Bm6517	Bm_v4_ChrX_scaffold_001	4864988	4866852	1	WBGene00226778
Bm6518	Bm_v4_ChrX_scaffold_001	9780468	9790674	-1	WBGene00226779
Bm6519	Bm_v4_ChrX_scaffold_001	8983315	8992370	-1	WBGene00226780
Bm6520	Bm_v4_ChrX_scaffold_001	862053	865362	1	WBGene00226781
Bm6521	Bm_v4_Chr4_scaffold_001	7633350	7637068	-1	WBGene00226782
Bm6522	Bm_v4_Chr4_scaffold_001	13368717	13381025	1	WBGene00226783
Bm6523	Bm_v4_ChrX_scaffold_001	16084376	16088892	1	WBGene00226784
Bm6524	Bm_v4_ChrX_scaffold_001	12491938	12500732	-1	WBGene00226785
Bm6525	Bm_v4_ChrX_scaffold_001	14813079	14819740	1	WBGene00226786
Bm6526	Bm_008	37000	45783	1	WBGene00226787
Bm6527	Bm_v4_ChrX_scaffold_001	4026171	4032719	-1	WBGene00226788
Bm6528	Bm_v4_Chr4_scaffold_001	4725122	4728581	-1	WBGene00226789
Bm6529	Bm_v4_Chr1_scaffold_001	9003241	9011906	-1	WBGene00226790
Bm6530	Bm_v4_Chr3_scaffold_001	587347	592782	1	WBGene00226791
Bm6531	Bm_v4_ChrX_scaffold_001	5177251	5181049	1	WBGene00226792
Bm6532	Bm_v4_ChrX_scaffold_001	13694590	13697613	1	WBGene00226793
Bm6533	Bm_v4_ChrX_scaffold_001	13691450	13694177	1	WBGene00226794
Bm6534	Bm_v4_ChrX_scaffold_001	573587	578844	1	WBGene00226795
Bm6535	Bm_v4_ChrX_scaffold_001	389426	391791	-1	WBGene00226796
Bm6536	Bm_v4_Chr1_scaffold_001	2453008	2461387	-1	WBGene00226797
Bm6537	Bm_007	659709	663243	-1	WBGene00226798
Bm6538	Bm_v4_Chr1_scaffold_001	13807199	13809580	-1	WBGene00226799
Bm6539	Bm_v4_Chr1_scaffold_001	13799837	13805917	-1	WBGene00226800
Bm6540	Bm_v4_Chr1_scaffold_001	12837405	12844209	-1	WBGene00226801
Bm6541	Bm_v4_Chr1_scaffold_001	6286416	6289164	1	WBGene00226802
Bm6542	Bm_v4_Chr1_scaffold_001	14642480	14645013	-1	WBGene00226803
Bm6543	Bm_v4_Chr4_scaffold_001	4515792	4521176	-1	WBGene00226804
Bm6544	Bm_v4_Chr4_scaffold_001	317933	322248	-1	WBGene00226805
Bm6546	Bm_v4_Chr4_scaffold_001	7253326	7265285	1	WBGene00226807
Bm6547	Bm_v4_ChrX_scaffold_001	487991	493093	1	WBGene00226808
Bm6548	Bm_v4_ChrX_scaffold_001	20860536	20862059	-1	WBGene00226809
Bm6549	Bm_v4_ChrX_scaffold_001	13061211	13063131	1	WBGene00226810
Bm6550	Bm_v4_Chr4_scaffold_001	1752445	1754408	1	WBGene00226811
Bm6551	Bm_v4_Chr2_contig_001	8637941	8640619	-1	WBGene00226812
Bm6553	Bm_v4_Chr4_scaffold_001	693224	699462	-1	WBGene00226814
Bm6554	Bm_v4_Chr3_scaffold_001	8204787	8209417	-1	WBGene00226815
Bm6556	Bm_v4_Chr3_scaffold_001	11768687	11777030	1	WBGene00226817
Bm6557	Bm_v4_Chr3_scaffold_001	5124159	5131142	-1	WBGene00226818
Bm6558	Bm_v4_ChrX_scaffold_001	17299620	17301544	-1	WBGene00226819
Bm6559	Bm_v4_Chr1_scaffold_001	6879403	6881546	-1	WBGene00226820
Bm6560	Bm_v4_Chr1_scaffold_001	1517369	1519512	1	WBGene00226821
Bm6561	Bm_v4_ChrX_scaffold_001	2708132	2709758	-1	WBGene00226822
Bm6562	Bm_v4_ChrX_scaffold_001	8256827	8259076	-1	WBGene00226823
Bm6563	Bm_v4_Chr1_scaffold_001	38433	39681	-1	WBGene00226824
Bm6564	Bm_v4_ChrX_scaffold_001	1193494	1204743	-1	WBGene00226825
Bm6565	Bm_v4_ChrX_scaffold_001	1207511	1216840	1	WBGene00226826
Bm6566	Bm_v4_ChrX_scaffold_001	5282340	5286800	1	WBGene00226827
Bm6567	Bm_v4_Chr1_scaffold_001	12201653	12204198	-1	WBGene00226828
Bm6568	Bm_v4_Chr4_scaffold_001	2673702	2678545	-1	WBGene00226829
Bm6569	Bm_v4_ChrX_scaffold_001	9156975	9161426	1	WBGene00226830
Bm6570	Bm_v4_ChrX_scaffold_001	1287517	1289152	-1	WBGene00226831
Bm6571	Bm_v4_ChrX_scaffold_001	9128880	9145413	-1	WBGene00226832
Bm6572	Bm_v4_Chr4_scaffold_001	1063876	1069360	-1	WBGene00226833
Bm6573	Bm_v4_Chr4_scaffold_001	5446622	5450663	-1	WBGene00226834
Bm6574	Bm_v4_Chr4_scaffold_001	6059249	6066054	-1	WBGene00226835
Bm6575	Bm_v4_Chr4_scaffold_001	6066885	6069206	-1	WBGene00226836
Bm6576	Bm_v4_Chr4_scaffold_001	6117490	6122867	1	WBGene00226837
Bm6577	Bm_v4_Chr2_contig_001	8784965	8793182	-1	WBGene00226838
Bm6578	Bm_v4_Chr2_contig_001	9267070	9276127	1	WBGene00226839
Bm6579	Bm_v4_Chr2_contig_001	7403656	7415112	-1	WBGene00226840
Bm6580	Bm_v4_ChrX_scaffold_001	8262844	8265832	1	WBGene00226841
Bm6581	Bm_v4_Chr2_contig_001	9406218	9421414	-1	WBGene00226842
Bm6582	Bm_v4_Chr3_scaffold_001	8418342	8420670	-1	WBGene00226843
Bm6583	Bm_v4_Chr2_contig_001	4921758	4923904	1	WBGene00226844
Bm6584	Bm_v4_Chr2_contig_001	4927386	4935103	-1	WBGene00226845
Bm6585	Bm_v4_Chr2_contig_001	4937273	4939569	-1	WBGene00226846
Bm6586	Bm_v4_ChrX_scaffold_001	4079808	4084772	1	WBGene00226847
Bm6587	Bm_v4_Chr2_contig_001	215693	221434	-1	WBGene00226848
Bm6588	Bm_v4_Chr2_contig_001	13182443	13191285	-1	WBGene00226849
Bm6589	Bm_v4_Chr2_contig_001	4924791	4926692	-1	WBGene00226850
Bm6590	Bm_v4_Chr3_scaffold_001	231566	232465	1	WBGene00226851
Bm6592	Bm_v4_Chr4_scaffold_001	7313928	7318820	-1	WBGene00226853
Bm6593	Bm_v4_Chr3_scaffold_001	1202242	1210510	1	WBGene00226854
Bm6594	Bm_v4_Chr1_scaffold_001	13752825	13766437	-1	WBGene00226855
Bm6595	Bm_v4_Chr1_scaffold_001	9581395	9586754	1	WBGene00226856
Bm6596	Bm_v4_Chr1_scaffold_001	13708681	13710887	1	WBGene00226857
Bm6597	Bm_v4_Chr1_scaffold_001	7243263	7248207	1	WBGene00226858
Bm6598	Bm_v4_Chr1_scaffold_001	5008712	5017201	1	WBGene00226859
Bm6599	Bm_v4_Chr3_scaffold_001	4957703	4963376	-1	WBGene00226860
Bm6600	Bm_v4_Chr1_scaffold_001	14657207	14661672	-1	WBGene00226861
Bm6601	Bm_v4_Chr1_scaffold_001	7141894	7143665	-1	WBGene00226862
Bm6602	Bm_v4_Chr1_scaffold_001	1907923	1910447	-1	WBGene00226863
Bm6603	Bm_v4_Chr4_scaffold_001	9926196	9932473	1	WBGene00226864
Bm6604	Bm_v4_Chr3_scaffold_001	7766853	7768618	-1	WBGene00226865
Bm6605	Bm_v4_ChrX_scaffold_001	12489162	12489929	1	WBGene00226866
Bm6606	Bm_v4_Chr1_scaffold_001	12301290	12306169	1	WBGene00226867
Bm6607	Bm_v4_Chr1_scaffold_001	7745465	7746890	-1	WBGene00226868
Bm6608	Bm_v4_Chr1_scaffold_001	4127770	4130746	-1	WBGene00226869
Bm6609	Bm_v4_Chr1_scaffold_001	2037113	2040766	-1	WBGene00226870
Bm6610	Bm_v4_Chr1_scaffold_001	4457404	4473002	1	WBGene00226871
Bm6611	Bm_v4_Chr1_scaffold_001	1024779	1026486	1	WBGene00226872
Bm6612	Bm_v4_Chr4_scaffold_001	10627964	10630514	-1	WBGene00226873
Bm6613	Bm_v4_Chr4_scaffold_001	11293974	11297966	1	WBGene00226874
Bm6614	Bm_v4_Chr3_scaffold_001	1550806	1553963	-1	WBGene00226875
Bm6615	Bm_v4_Chr3_scaffold_001	13382578	13386481	1	WBGene00226876
Bm6616	Bm_v4_ChrX_scaffold_001	7133317	7137376	-1	WBGene00226877
Bm6617	Bm_v4_Chr3_scaffold_001	6369165	6373060	1	WBGene00226878
Bm6618	Bm_v4_Chr3_scaffold_001	9250540	9251788	1	WBGene00226879
Bm6619	Bm_v4_Chr3_scaffold_001	9243501	9249741	1	WBGene00226880
Bm6620	Bm_v4_Chr3_scaffold_001	6177554	6187785	-1	WBGene00226881
Bm6621	Bm_v4_Chr1_scaffold_001	1720682	1729781	1	WBGene00226882
Bm6622	Bm_v4_Chr3_scaffold_001	6099106	6111456	-1	WBGene00226883
Bm6623	Bm_v4_Chr3_scaffold_001	11311494	11314876	1	WBGene00226884
Bm6624	Bm_v4_Chr4_scaffold_001	4162444	4168399	-1	WBGene00226885
Bm6625	Bm_v4_Chr3_scaffold_001	8299761	8302983	1	WBGene00226886
Bm6626	Bm_v4_Chr3_scaffold_001	6151487	6176536	-1	WBGene00226887
Bm6627	Bm_v4_Chr3_scaffold_001	2982237	2988565	1	WBGene00226888
Bm6628	Bm_v4_Chr3_scaffold_001	11173988	11177835	-1	WBGene00226889
Bm6629	Bm_v4_Chr3_scaffold_001	9174226	9179925	-1	WBGene00226890
Bm6630	Bm_v4_Chr3_scaffold_001	9386514	9388522	1	WBGene00226891
Bm6631	Bm_v4_Chr2_contig_001	10412606	10415128	1	WBGene00226892
Bm6632	Bm_v4_ChrX_scaffold_001	9418696	9425503	1	WBGene00226893
Bm6634	Bm_v4_ChrX_scaffold_001	16458580	16460261	-1	WBGene00226895
Bm6635	Bm_v4_Chr1_scaffold_001	524343	529715	-1	WBGene00226896
Bm6636	Bm_v4_Chr1_scaffold_001	3064870	3066802	1	WBGene00226897
Bm6638	Bm_v4_Chr2_contig_001	10292294	10300272	-1	WBGene00226899
Bm6639	Bm_v4_Chr2_contig_001	10076505	10081361	-1	WBGene00226900
Bm6640	Bm_v4_Chr2_contig_001	2193015	2194547	-1	WBGene00226901
Bm6641	Bm_v4_Chr2_contig_001	8921616	8929458	-1	WBGene00226902
Bm6642	Bm_v4_Chr2_contig_001	13931863	13946975	-1	WBGene00226903
Bm6643	Bm_v4_Chr3_scaffold_001	5053411	5055026	1	WBGene00226904
Bm6644	Bm_v4_Chr2_contig_001	5816299	5819341	-1	WBGene00226905
Bm6645	Bm_v4_Chr1_scaffold_001	12418996	12423868	1	WBGene00226906
Bm6646	Bm_v4_Chr2_contig_001	6855948	6860575	1	WBGene00226907
Bm6647	Bm_v4_Chr2_contig_001	259378	260810	1	WBGene00226908
Bm6648	Bm_v4_Chr2_contig_001	4219322	4222655	1	WBGene00226909
Bm6649	Bm_v4_Chr2_contig_001	4337411	4343713	-1	WBGene00226910
Bm6650	Bm_v4_ChrX_scaffold_001	12559081	12559910	1	WBGene00226911
Bm6651	Bm_v4_ChrX_scaffold_001	14903448	14909164	-1	WBGene00226912
Bm6652	Bm_v4_Chr3_scaffold_001	6137785	6139306	1	WBGene00226913
Bm6653	Bm_v4_Chr2_contig_001	4344366	4347599	-1	WBGene00226914
Bm6654	Bm_v4_Chr2_contig_001	9342988	9356612	-1	WBGene00226915
Bm6655	Bm_v4_Chr2_contig_001	12478233	12479220	1	WBGene00226916
Bm6656	Bm_v4_Chr2_contig_001	12847895	12851234	-1	WBGene00226917
Bm6657	Bm_v4_Chr3_scaffold_001	4115281	4117169	1	WBGene00226918
Bm6658	Bm_v4_Chr2_contig_001	12479241	12492536	1	WBGene00226919
Bm6659	Bm_v4_Chr2_contig_001	4860760	4863072	-1	WBGene00226920
Bm6660	Bm_v4_Chr2_contig_001	4369781	4372922	1	WBGene00226921
Bm6662	Bm_v4_Chr1_scaffold_001	2361830	2366284	1	WBGene00226923
Bm6663	Bm_v4_Chr1_scaffold_001	10456792	10462120	-1	WBGene00226924
Bm6664	Bm_v4_ChrX_scaffold_001	3790858	3805953	-1	WBGene00226925
Bm6665	Bm_v4_Chr2_contig_001	10194784	10198582	1	WBGene00226926
Bm6666	Bm_v4_Chr3_scaffold_001	6500617	6504245	-1	WBGene00226927
Bm6667	Bm_v4_Chr4_scaffold_001	4191057	4197116	-1	WBGene00226928
Bm6668	Bm_v4_Chr1_scaffold_001	10240205	10246088	-1	WBGene00226929
Bm6669	Bm_v4_Chr3_scaffold_001	6492852	6499525	-1	WBGene00226930
Bm6670	Bm_v4_Chr4_scaffold_001	5490713	5492650	-1	WBGene00226931
Bm6671	Bm_v4_ChrX_scaffold_001	22934417	22941123	1	WBGene00226932
Bm6672	Bm_v4_Chr3_scaffold_001	8344393	8353706	-1	WBGene00226933
Bm6673	Bm_v4_Chr3_scaffold_001	8355442	8362316	-1	WBGene00226934
Bm6674	Bm_v4_ChrX_scaffold_001	13708651	13710360	-1	WBGene00226935
Bm6675	Bm_v4_Chr3_scaffold_001	4294327	4297500	1	WBGene00226936
Bm6677	Bm_v4_Chr3_scaffold_001	1739181	1740991	-1	WBGene00226938
Bm6679	Bm_v4_Chr3_scaffold_001	11186111	11197901	-1	WBGene00226940
Bm6680	Bm_v4_Chr1_scaffold_001	7386648	7404122	-1	WBGene00226941
Bm6681	Bm_v4_Chr1_scaffold_001	10247533	10260223	-1	WBGene00226942
Bm6682	Bm_v4_Chr1_scaffold_001	13240653	13244097	1	WBGene00226943
Bm6683	Bm_v4_Chr1_scaffold_001	10794136	10796124	-1	WBGene00226944
Bm6684	Bm_v4_Chr3_scaffold_001	10101273	10103910	1	WBGene00226945
Bm6685	Bm_v4_Chr3_scaffold_001	10773475	10777275	1	WBGene00226946
Bm6686	Bm_v4_Chr4_scaffold_001	7708724	7710592	-1	WBGene00226947
Bm6688	Bm_v4_Chr4_scaffold_001	82854	84673	-1	WBGene00226949
Bm6689	Bm_v4_Chr3_scaffold_001	10723147	10724199	1	WBGene00226950
Bm6690	Bm_v4_ChrX_scaffold_001	18329426	18331740	-1	WBGene00226951
Bm6691	Bm_v4_Chr1_scaffold_001	9738171	9739241	1	WBGene00226952
Bm6692	Bm_v4_Chr1_scaffold_001	6523246	6533570	-1	WBGene00226953
Bm6693	Bm_v4_Chr1_scaffold_001	8469514	8478291	1	WBGene00226954
Bm6695	Bm_v4_ChrX_scaffold_001	15600057	15601370	-1	WBGene00226956
Bm6696	Bm_v4_ChrX_scaffold_001	4411603	4418159	-1	WBGene00226957
Bm6697	Bm_v4_ChrX_scaffold_001	14462897	14465272	-1	WBGene00226958
Bm6698	Bm_v4_Chr2_contig_001	5041317	5043377	-1	WBGene00226959
Bm6699	Bm_v4_Chr1_scaffold_001	3389140	3392692	-1	WBGene00226960
Bm6700	Bm_v4_Chr4_scaffold_001	11180105	11182963	-1	WBGene00226961
Bm6701	Bm_v4_Chr3_scaffold_001	7819060	7819822	1	WBGene00226962
Bm6702	Bm_v4_Chr4_scaffold_001	10725587	10726881	1	WBGene00226963
Bm6703	Bm_v4_Chr4_scaffold_001	8425981	8428591	-1	WBGene00226964
Bm6705	Bm_v4_Chr4_scaffold_001	3500128	3506229	1	WBGene00226966
Bm6707	Bm_v4_Chr4_scaffold_001	3520649	3522593	-1	WBGene00226968
Bm6708	Bm_v4_Chr1_scaffold_001	7359945	7363804	-1	WBGene00226969
Bm6709	Bm_v4_Chr1_scaffold_001	7366300	7373501	-1	WBGene00226970
Bm6710	Bm_v4_Chr1_scaffold_001	13245479	13250614	1	WBGene00226971
Bm6711	Bm_v4_Chr1_scaffold_001	9616375	9621566	-1	WBGene00226972
Bm6712	Bm_v4_Chr1_scaffold_001	6982169	6983824	1	WBGene00226973
Bm6713	Bm_v4_Chr4_scaffold_001	291298	292267	-1	WBGene00226974
Bm6714	Bm_v4_Chr4_scaffold_001	2367456	2368785	1	WBGene00226975
Bm6715	Bm_v4_ChrX_scaffold_001	22767251	22778534	-1	WBGene00226976
Bm6716	Bm_v4_ChrX_scaffold_001	3757499	3760413	-1	WBGene00226977
Bm6717	Bm_v4_Chr4_scaffold_001	5228385	5252904	-1	WBGene00226978
Bm6718	Bm_v4_Chr4_scaffold_001	11630785	11635940	-1	WBGene00226979
Bm6719	Bm_v4_ChrX_scaffold_001	10083530	10098050	1	WBGene00226980
Bm6720	Bm_v4_Chr3_scaffold_001	123772	129491	1	WBGene00226981
Bm6721	Bm_v4_Chr3_scaffold_001	789899	794298	-1	WBGene00226982
Bm6722	Bm_v4_Chr3_scaffold_001	2810219	2813086	-1	WBGene00226983
Bm6723	Bm_v4_Chr2_contig_001	6255646	6261517	1	WBGene00226984
Bm6724	Bm_v4_Chr2_contig_001	8110904	8112696	-1	WBGene00226985
Bm6725	Bm_v4_Chr4_scaffold_001	4006053	4008222	1	WBGene00226986
Bm6726	Bm_v4_Chr2_contig_001	3858041	3862044	-1	WBGene00226987
Bm6727	Bm_v4_ChrX_scaffold_001	848983	851609	1	WBGene00226988
Bm6728	Bm_v4_ChrX_scaffold_001	5181695	5183096	-1	WBGene00226989
Bm6729	Bm_v4_ChrX_scaffold_001	9361910	9366944	-1	WBGene00226990
Bm6730	Bm_v4_Chr2_contig_001	142659	144584	-1	WBGene00226991
Bm6733	Bm_v4_Chr2_contig_001	2018333	2023948	-1	WBGene00226994
Bm6734	Bm_v4_ChrX_scaffold_001	23803195	23805372	-1	WBGene00226995
Bm6735	Bm_v4_Chr2_contig_001	901299	910894	-1	WBGene00226996
Bm6736	Bm_v4_ChrX_scaffold_001	15008244	15010129	-1	WBGene00226997
Bm6737	Bm_008	464754	470126	-1	WBGene00226998
Bm6738	Bm_v4_Chr3_scaffold_001	4887283	4904312	-1	WBGene00226999
Bm6739	Bm_v4_ChrX_scaffold_001	12554640	12558458	1	WBGene00227000
Bm6740	Bm_008	546944	552268	-1	WBGene00227001
Bm6741	Bm_v4_Chr3_scaffold_001	7736744	7737874	-1	WBGene00227002
Bm6742	Bm_v4_Chr1_scaffold_001	7163147	7167354	1	WBGene00227003
Bm6744	Bm_v4_Chr3_scaffold_001	6327945	6339403	-1	WBGene00227005
Bm6745	Bm_v4_Chr3_scaffold_001	6319716	6322118	-1	WBGene00227006
Bm6746	Bm_v4_Chr3_scaffold_001	11283591	11286764	1	WBGene00227007
Bm6747	Bm_v4_Chr4_scaffold_001	4571137	4576255	1	WBGene00227008
Bm6748	Bm_v4_Chr2_contig_001	6647762	6649948	-1	WBGene00227009
Bm6749	Bm_v4_ChrX_scaffold_001	22325530	22327102	1	WBGene00227010
Bm6750	Bm_v4_Chr2_contig_001	6911487	6916499	-1	WBGene00227011
Bm6751	Bm_v4_Chr2_contig_001	6902505	6907349	1	WBGene00227012
Bm6752	Bm_v4_Chr2_contig_001	3036876	3040656	-1	WBGene00227013
Bm6753	Bm_v4_Chr3_scaffold_001	11382768	11385199	-1	WBGene00227014
Bm6754	Bm_v4_Chr2_contig_001	13803389	13806583	-1	WBGene00227015
Bm6755	Bm_007	320478	322831	1	WBGene00227016
Bm6756	Bm_v4_Chr2_contig_001	6712355	6718401	-1	WBGene00227017
Bm6757	Bm_v4_ChrX_scaffold_001	21607875	21615126	-1	WBGene00227018
Bm6758	Bm_v4_Chr2_contig_001	6787859	6792431	-1	WBGene00227019
Bm6759	Bm_v4_Chr3_scaffold_001	7383426	7386920	1	WBGene00227020
Bm6760	Bm_v4_Chr2_contig_001	9811139	9813721	-1	WBGene00227021
Bm6761	Bm_v4_Chr2_contig_001	9212180	9215725	-1	WBGene00227022
Bm6762	Bm_v4_Chr2_contig_001	6027251	6031835	-1	WBGene00227023
Bm6763	Bm_v4_Chr2_contig_001	9454473	9456449	1	WBGene00227024
Bm6764	Bm_v4_ChrX_scaffold_001	14417521	14420401	-1	WBGene00227025
Bm6765	Bm_v4_Chr2_contig_001	3049028	3050612	1	WBGene00227026
Bm6766	Bm_v4_Chr3_scaffold_001	926737	929474	-1	WBGene00227027
Bm6767	Bm_v4_Chr1_scaffold_001	8015804	8021337	1	WBGene00227028
Bm6768	Bm_v4_Chr1_scaffold_001	10195731	10200497	1	WBGene00227029
Bm6769	Bm_v4_Chr1_scaffold_001	8379323	8385347	1	WBGene00227030
Bm6770	Bm_v4_Chr1_scaffold_001	8373443	8375766	1	WBGene00227031
Bm6771	Bm_v4_Chr1_scaffold_001	10552860	10557687	1	WBGene00227032
Bm6772	Bm_v4_Chr1_scaffold_001	7453899	7455881	-1	WBGene00227033
Bm6773	Bm_v4_Chr4_scaffold_001	8713754	8715308	-1	WBGene00227034
Bm6774	Bm_v4_Chr1_scaffold_001	9239187	9244238	1	WBGene00227035
Bm6775	Bm_v4_Chr3_scaffold_001	5764411	5768598	1	WBGene00227036
Bm6776	Bm_v4_ChrX_scaffold_001	3228586	3231179	-1	WBGene00227037
Bm6777	Bm_v4_Chr3_scaffold_001	4425210	4429615	1	WBGene00227038
Bm6778	Bm_v4_ChrX_scaffold_001	3481517	3483688	1	WBGene00227039
Bm6780	Bm_v4_Chr3_scaffold_001	2482551	2486499	-1	WBGene00227041
Bm6781	Bm_v4_Chr2_contig_001	1047738	1052150	1	WBGene00227042
Bm6782	Bm_v4_Chr1_scaffold_001	3700118	3701107	1	WBGene00227043
Bm6783	Bm_v4_Chr2_contig_001	929503	934359	-1	WBGene00227044
Bm6784	Bm_v4_Chr2_contig_001	9773161	9776677	-1	WBGene00227045
Bm6785	Bm_v4_Chr3_scaffold_001	3952873	3954211	1	WBGene00227046
Bm6787	Bm_v4_Chr3_scaffold_001	11590390	11597630	1	WBGene00227048
Bm6789	Bm_v4_ChrX_scaffold_001	21537627	21545733	1	WBGene00227050
Bm6790	Bm_v4_Chr1_scaffold_001	9957314	9959897	-1	WBGene00227051
Bm6791	Bm_v4_Chr3_scaffold_001	6955720	6957004	-1	WBGene00227052
Bm6792	Bm_v4_Chr3_scaffold_001	11782185	11788149	1	WBGene00227053
Bm6793	Bm_v4_Chr3_scaffold_001	11779022	11781463	1	WBGene00227054
Bm6794	Bm_v4_Chr3_scaffold_001	4394094	4395707	-1	WBGene00227055
Bm6796	Bm_v4_Chr4_scaffold_001	8870761	8882669	-1	WBGene00227057
Bm6797	Bm_v4_ChrX_scaffold_001	21988272	21991589	-1	WBGene00227058
Bm6798	Bm_v4_Chr3_scaffold_001	8652057	8652988	1	WBGene00227059
Bm6799	Bm_v4_Chr3_scaffold_001	7915600	7917624	-1	WBGene00227060
Bm6800	Bm_v4_ChrX_scaffold_001	10064728	10069912	1	WBGene00227061
Bm6801	Bm_v4_Chr3_scaffold_001	11308946	11310260	-1	WBGene00227062
Bm6802	Bm_v4_Chr3_scaffold_001	6350532	6352649	1	WBGene00227063
Bm6803	Bm_v4_Chr3_scaffold_001	6346219	6349357	1	WBGene00227064
Bm6804	Bm_v4_Chr3_scaffold_001	7890482	7892459	-1	WBGene00227065
Bm6805	Bm_v4_Chr3_scaffold_001	7892544	7894215	-1	WBGene00227066
Bm6806	Bm_v4_Chr3_scaffold_001	5026665	5033444	1	WBGene00227067
Bm6807	Bm_v4_Chr1_scaffold_001	6029872	6032000	1	WBGene00227068
Bm6808	Bm_v4_Chr1_scaffold_001	8315425	8328123	1	WBGene00227069
Bm6810	Bm_v4_Chr1_scaffold_001	8831515	8843892	-1	WBGene00227071
Bm6811	Bm_v4_Chr1_scaffold_001	8844879	8846362	-1	WBGene00227072
Bm6812	Bm_v4_Chr1_scaffold_001	9531224	9533147	-1	WBGene00227073
Bm6813	Bm_v4_Chr1_scaffold_001	2440256	2446275	1	WBGene00227074
Bm6814	Bm_v4_Chr1_scaffold_001	12660220	12668801	1	WBGene00227075
Bm6815	Bm_v4_Chr1_scaffold_001	8975796	8978297	-1	WBGene00227076
Bm6816	Bm_v4_Chr1_scaffold_001	6970316	6975817	-1	WBGene00227077
Bm6817	Bm_v4_Chr1_scaffold_001	13861724	13864211	-1	WBGene00227078
Bm6818	Bm_v4_Chr1_scaffold_001	3303013	3304342	-1	WBGene00227079
Bm6819	Bm_v4_Chr2_contig_001	8404846	8406474	1	WBGene00227080
Bm6820	Bm_v4_ChrX_scaffold_001	4425900	4429942	1	WBGene00227081
Bm6821	Bm_007	769185	789058	1	WBGene00227082
Bm6822	Bm_v4_ChrX_scaffold_001	9645316	9647235	1	WBGene00227083
Bm6823	Bm_v4_ChrX_scaffold_001	9641306	9642739	1	WBGene00227084
Bm6824	Bm_v4_ChrX_scaffold_001	4845348	4853905	-1	WBGene00227085
Bm6825	Bm_v4_ChrX_scaffold_001	16683192	16684099	1	WBGene00227086
Bm6826	Bm_v4_Chr2_contig_001	3136490	3138969	1	WBGene00227087
Bm6828	Bm_v4_ChrX_scaffold_001	18756580	18758311	1	WBGene00227089
Bm6829	Bm_v4_Chr2_contig_001	11446783	11453024	1	WBGene00227090
